********,******(),*****()*,****()**,****()(),***()***,***()*(),***()()*,**()****,**()**(),**()*()*,**()()**,**()()(),*()*****,*()***(),*()**()*,*()*()**,*()*()(),*()()***,*()()*(),*()()()*,()******,()****(),()***()*,()**()**,()**()(),()*()***,()*()*(),()*()()*,()()****,()()**(),()()*()*,()()()**,()()()()
13254768,13254786,13254678,[13257468],[13257486],13245768,13245786,13245678,[13524768],[13524786],[13524678],[13527468],[13527486],12354768,12354786,12354678,[12357468],[12357486],12345768,12345786,12345678,31254768,31254786,31254678,[31257468],[31257486],31245768,31245786,31245678,[31524768],[31524786],[31524678],[31527468],[31527486]
15483627,15483672,15483267,15486327,15486372,15438627,15438672,[15438267],15843627,15843672,15843267,15846327,15846372,14583627,14583672,14583267,14586327,14586372,14538627,14538672,[14538267],51483627,51483672,51483267,51486327,51486372,51438627,51438672,[51438267],[51843627],[51843672],[51843267],[51846327],[51846372]
15483726,15483762,15483276,15487326,15487362,15438726,15438762,[15438276],15843726,15843762,15843276,15847326,15847362,14583726,14583762,14583276,14587326,14587362,14538726,14538762,[14538276],51483726,51483762,51483276,51487326,51487362,51438726,51438762,[51438276],[51843726],[51843762],[51843276],[51847326],[51847362]
15486723,15486732,[15486273],15487623,15487632,15468723,15468732,[15468273],[15846723],[15846732],[15846273],[15847623],[15847632],14586723,14586732,[14586273],14587623,14587632,14568723,14568732,[14568273],51486723,51486732,[51486273],51487623,51487632,51468723,51468732,[51468273],[51846723],[51846732],[51846273],[51847623],[51847632]
16243758,16243785,16243578,[16247358],[16247385],16234758,16234785,16234578,16423758,16423785,16423578,[16427358],[16427385],12643758,12643785,12643578,[12647358],[12647385],12634758,12634785,12634578,61243758,61243785,61243578,[61247358],[61247385],61234758,61234785,61234578,61423758,61423785,61423578,[61427358],[61427385]
16243857,16243875,16243587,[16248357],[16248375],16234857,16234875,16234587,16423857,16423875,16423587,[16428357],[16428375],12643857,12643875,12643587,[12648357],[12648375],12634857,12634875,12634587,61243857,61243875,61243587,[61248357],[61248375],61234857,61234875,61234587,61423857,61423875,61423587,[61428357],[61428375]
16253748,16253784,16253478,16257348,[16257384],16235748,16235784,16235478,16523748,16523784,16523478,[16527348],[16527384],12653748,12653784,12653478,12657348,[12657384],12635748,12635784,12635478,61253748,61253784,61253478,61257348,[61257384],61235748,61235784,61235478,61523748,61523784,61523478,[61527348],[61527384]
16253847,16253874,16253487,16258347,[16258374],16235847,16235874,16235487,16523847,16523874,16523487,[16528347],[16528374],12653847,12653874,12653487,12658347,[12658374],12635847,12635874,12635487,61253847,61253874,61253487,61258347,[61258374],61235847,61235874,61235487,61523847,61523874,61523487,[61528347],[61528374]
16254738,16254783,16254378,16257438,16257483,16245738,16245783,16245378,16524738,16524783,16524378,[16527438],[16527483],12654738,12654783,12654378,12657438,12657483,12645738,12645783,12645378,61254738,61254783,61254378,61257438,61257483,61245738,61245783,61245378,61524738,61524783,61524378,[61527438],[61527483]
16254837,16254873,16254387,16258437,16258473,16245837,16245873,16245387,16524837,16524873,16524387,[16528437],[16528473],12654837,12654873,12654387,12658437,12658473,12645837,12645873,12645387,61254837,61254873,61254387,61258437,61258473,61245837,61245873,61245387,61524837,61524873,61524387,[61528437],[61528473]
16273548,16273584,16273458,16275348,[16275384],16237548,16237584,16237458,16723548,16723584,16723458,16725348,[16725384],12673548,12673584,12673458,12675348,[12675384],12637548,12637584,12637458,61273548,61273584,61273458,61275348,[61275384],61237548,61237584,61237458,[61723548],[61723584],[61723458],[61725348],[61725384]
16273845,16273854,16273485,16278345,16278354,16237845,16237854,16237485,16723845,16723854,16723485,[16728345],[16728354],12673845,12673854,12673485,12678345,12678354,12637845,12637854,12637485,61273845,61273854,61273485,61278345,61278354,61237845,61237854,61237485,[61723845],[61723854],[61723485],[61728345],[61728354]
16274538,16274583,16274358,16275438,16275483,16247538,16247583,[16247358],16724538,16724583,16724358,16725438,16725483,12674538,12674583,12674358,12675438,12675483,12647538,12647583,[12647358],61274538,61274583,61274358,61275438,61275483,61247538,61247583,[61247358],[61724538],[61724583],[61724358],[61725438],[61725483]
16274835,16274853,16274385,16278435,16278453,16247835,16247853,[16247385],16724835,16724853,16724385,[16728435],[16728453],12674835,12674853,12674385,12678435,12678453,12647835,12647853,[12647385],61274835,61274853,61274385,61278435,61278453,61247835,61247853,[61247385],[61724835],[61724853],[61724385],[61728435],[61728453]
16275834,16275843,[16275384],16278534,16278543,16257834,16257843,[16257384],16725834,16725843,[16725384],[16728534],[16728543],12675834,12675843,[12675384],12678534,12678543,12657834,12657843,[12657384],61275834,61275843,[61275384],61278534,61278543,61257834,61257843,[61257384],[61725834],[61725843],[61725384],[61728534],[61728543]
16283547,16283574,16283457,16285347,[16285374],16238547,16238574,16238457,16823547,16823574,16823457,16825347,[16825374],12683547,12683574,12683457,12685347,[12685374],12638547,12638574,12638457,61283547,61283574,61283457,61285347,[61285374],61238547,61238574,61238457,[61823547],[61823574],[61823457],[61825347],[61825374]
16283745,16283754,16283475,16287345,16287354,16238745,16238754,16238475,16823745,16823754,16823475,[16827345],[16827354],12683745,12683754,12683475,12687345,12687354,12638745,12638754,12638475,61283745,61283754,61283475,61287345,61287354,61238745,61238754,61238475,[61823745],[61823754],[61823475],[61827345],[61827354]
16284537,16284573,16284357,16285437,16285473,16248537,16248573,[16248357],16824537,16824573,16824357,16825437,16825473,12684537,12684573,12684357,12685437,12685473,12648537,12648573,[12648357],61284537,61284573,61284357,61285437,61285473,61248537,61248573,[61248357],[61824537],[61824573],[61824357],[61825437],[61825473]
16284735,16284753,16284375,16287435,16287453,16248735,16248753,[16248375],16824735,16824753,16824375,[16827435],[16827453],12684735,12684753,12684375,12687435,12687453,12648735,12648753,[12648375],61284735,61284753,61284375,61287435,61287453,61248735,61248753,[61248375],[61824735],[61824753],[61824375],[61827435],[61827453]
16285734,16285743,[16285374],16287534,16287543,16258734,16258743,[16258374],16825734,16825743,[16825374],[16827534],[16827543],12685734,12685743,[12685374],12687534,12687543,12658734,12658743,[12658374],61285734,61285743,[61285374],61287534,61287543,61258734,61258743,[61258374],[61825734],[61825743],[61825374],[61827534],[61827543]
16342758,16342785,16342578,[16347258],[16347285],16324758,16324785,16324578,16432758,16432785,16432578,[16437258],[16437285],13642758,13642785,13642578,[13647258],[13647285],[13624758],[13624785],[13624578],61342758,61342785,61342578,[61347258],[61347285],61324758,61324785,61324578,61432758,61432785,61432578,[61437258],[61437285]
16342857,16342875,16342587,[16348257],[16348275],16324857,16324875,16324587,16432857,16432875,16432587,[16438257],[16438275],13642857,13642875,13642587,[13648257],[13648275],[13624857],[13624875],[13624587],61342857,61342875,61342587,[61348257],[61348275],61324857,61324875,61324587,61432857,61432875,61432587,[61438257],[61438275]
16352748,16352784,16352478,16357248,[16357284],16325748,16325784,16325478,16532748,16532784,16532478,[16537248],[16537284],13652748,13652784,13652478,13657248,[13657284],[13625748],[13625784],[13625478],61352748,61352784,61352478,61357248,[61357284],61325748,61325784,61325478,61532748,61532784,61532478,[61537248],[61537284]
16352847,16352874,16352487,16358247,[16358274],16325847,16325874,16325487,16532847,16532874,16532487,[16538247],[16538274],13652847,13652874,13652487,13658247,[13658274],[13625847],[13625874],[13625487],61352847,61352874,61352487,61358247,[61358274],61325847,61325874,61325487,61532847,61532874,61532487,[61538247],[61538274]
16354728,16354782,16354278,16357428,16357482,16345728,16345782,16345278,16534728,16534782,16534278,[16537428],[16537482],13654728,13654782,13654278,13657428,13657482,13645728,13645782,13645278,61354728,61354782,61354278,61357428,61357482,61345728,61345782,61345278,61534728,61534782,61534278,[61537428],[61537482]
16354827,16354872,16354287,16358427,16358472,16345827,16345872,16345287,16534827,16534872,16534287,[16538427],[16538472],13654827,13654872,13654287,13658427,13658472,13645827,13645872,13645287,61354827,61354872,61354287,61358427,61358472,61345827,61345872,61345287,61534827,61534872,61534287,[61538427],[61538472]
16372548,16372584,16372458,16375248,[16375284],16327548,16327584,16327458,16732548,16732584,16732458,16735248,[16735284],13672548,13672584,13672458,13675248,[13675284],[13627548],[13627584],[13627458],61372548,61372584,61372458,61375248,[61375284],61327548,61327584,61327458,[61732548],[61732584],[61732458],[61735248],[61735284]
16372845,16372854,16372485,16378245,16378254,16327845,16327854,16327485,16732845,16732854,16732485,[16738245],[16738254],13672845,13672854,13672485,13678245,13678254,13627845,13627854,[13627485],61372845,61372854,61372485,61378245,61378254,61327845,61327854,61327485,[61732845],[61732854],[61732485],[61738245],[61738254]
16374528,16374582,16374258,16375428,16375482,16347528,16347582,[16347258],16734528,16734582,16734258,16735428,16735482,13674528,13674582,13674258,13675428,13675482,13647528,13647582,[13647258],61374528,61374582,61374258,61375428,61375482,61347528,61347582,[61347258],[61734528],[61734582],[61734258],[61735428],[61735482]
16374825,16374852,16374285,16378425,16378452,16347825,16347852,[16347285],16734825,16734852,16734285,[16738425],[16738452],13674825,13674852,13674285,13678425,13678452,13647825,13647852,[13647285],61374825,61374852,61374285,61378425,61378452,61347825,61347852,[61347285],[61734825],[61734852],[61734285],[61738425],[61738452]
16375824,16375842,[16375284],16378524,16378542,16357824,16357842,[16357284],16735824,16735842,[16735284],[16738524],[16738542],13675824,13675842,[13675284],13678524,13678542,13657824,13657842,[13657284],61375824,61375842,[61375284],61378524,61378542,61357824,61357842,[61357284],[61735824],[61735842],[61735284],[61738524],[61738542]
16382547,16382574,16382457,16385247,[16385274],16328547,16328574,16328457,16832547,16832574,16832457,16835247,[16835274],13682547,13682574,13682457,13685247,[13685274],[13628547],[13628574],[13628457],61382547,61382574,61382457,61385247,[61385274],61328547,61328574,61328457,[61832547],[61832574],[61832457],[61835247],[61835274]
16382745,16382754,16382475,16387245,16387254,16328745,16328754,16328475,16832745,16832754,16832475,[16837245],[16837254],13682745,13682754,13682475,13687245,13687254,13628745,13628754,[13628475],61382745,61382754,61382475,61387245,61387254,61328745,61328754,61328475,[61832745],[61832754],[61832475],[61837245],[61837254]
16384527,16384572,16384257,16385427,16385472,16348527,16348572,[16348257],16834527,16834572,16834257,16835427,16835472,13684527,13684572,13684257,13685427,13685472,13648527,13648572,[13648257],61384527,61384572,61384257,61385427,61385472,61348527,61348572,[61348257],[61834527],[61834572],[61834257],[61835427],[61835472]
16384725,16384752,16384275,16387425,16387452,16348725,16348752,[16348275],16834725,16834752,16834275,[16837425],[16837452],13684725,13684752,13684275,13687425,13687452,13648725,13648752,[13648275],61384725,61384752,61384275,61387425,61387452,61348725,61348752,[61348275],[61834725],[61834752],[61834275],[61837425],[61837452]
16385724,16385742,[16385274],16387524,16387542,16358724,16358742,[16358274],16835724,16835742,[16835274],[16837524],[16837542],13685724,13685742,[13685274],13687524,13687542,13658724,13658742,[13658274],61385724,61385742,[61385274],61387524,61387542,61358724,61358742,[61358274],[61835724],[61835742],[61835274],[61837524],[61837542]
16452738,16452783,16452378,16457238,[16457283],16425738,16425783,16425378,16542738,16542783,16542378,16547238,[16547283],14652738,14652783,14652378,14657238,[14657283],[14625738],[14625783],[14625378],61452738,61452783,61452378,61457238,[61457283],61425738,61425783,61425378,61542738,61542783,61542378,61547238,[61547283]
16452837,16452873,16452387,16458237,[16458273],16425837,16425873,16425387,16542837,16542873,16542387,16548237,[16548273],14652837,14652873,14652387,14658237,[14658273],[14625837],[14625873],[14625387],61452837,61452873,61452387,61458237,[61458273],61425837,61425873,61425387,61542837,61542873,61542387,61548237,[61548273]
16453728,16453782,16453278,16457328,16457382,16435728,16435782,16435278,16543728,16543782,16543278,16547328,16547382,14653728,14653782,14653278,14657328,14657382,[14635728],[14635782],[14635278],61453728,61453782,61453278,61457328,61457382,61435728,61435782,61435278,61543728,61543782,61543278,61547328,61547382
16453827,16453872,16453287,16458327,16458372,16435827,16435872,16435287,16543827,16543872,16543287,16548327,16548372,14653827,14653872,14653287,14658327,14658372,[14635827],[14635872],[14635287],61453827,61453872,61453287,61458327,61458372,61435827,61435872,61435287,61543827,61543872,61543287,61548327,61548372
16472538,16472583,16472358,16475238,[16475283],16427538,16427583,[16427358],16742538,16742583,16742358,16745238,[16745283],14672538,14672583,14672358,14675238,[14675283],[14627538],[14627583],[14627358],61472538,61472583,61472358,61475238,[61475283],61427538,61427583,[61427358],[61742538],[61742583],[61742358],[61745238],[61745283]
16472835,16472853,16472385,16478235,16478253,16427835,16427853,[16427385],16742835,16742853,16742385,16748235,[16748253],14672835,14672853,14672385,14678235,14678253,14627835,14627853,[14627385],61472835,61472853,61472385,61478235,61478253,61427835,61427853,[61427385],[61742835],[61742853],[61742385],[61748235],[61748253]
16473528,16473582,16473258,16475328,16475382,16437528,16437582,[16437258],16743528,16743582,16743258,16745328,16745382,14673528,14673582,14673258,14675328,14675382,[14637528],[14637582],[14637258],61473528,61473582,61473258,61475328,61475382,61437528,61437582,[61437258],[61743528],[61743582],[61743258],[61745328],[61745382]
16473825,16473852,16473285,16478325,16478352,16437825,16437852,[16437285],16743825,16743852,16743285,16748325,16748352,14673825,14673852,14673285,14678325,14678352,14637825,14637852,[14637285],61473825,61473852,61473285,61478325,61478352,61437825,61437852,[61437285],[61743825],[61743852],[61743285],[61748325],[61748352]
16475823,16475832,[16475283],16478523,16478532,16457823,16457832,[16457283],16745823,16745832,[16745283],[16748523],[16748532],14675823,14675832,[14675283],14678523,14678532,14657823,14657832,[14657283],61475823,61475832,[61475283],61478523,61478532,61457823,61457832,[61457283],[61745823],[61745832],[61745283],[61748523],[61748532]
16482537,16482573,16482357,16485237,[16485273],16428537,16428573,[16428357],16842537,16842573,16842357,16845237,[16845273],14682537,14682573,14682357,14685237,[14685273],[14628537],[14628573],[14628357],61482537,61482573,61482357,61485237,[61485273],61428537,61428573,[61428357],[61842537],[61842573],[61842357],[61845237],[61845273]
16482735,16482753,16482375,16487235,16487253,16428735,16428753,[16428375],16842735,16842753,16842375,16847235,[16847253],14682735,14682753,14682375,14687235,14687253,14628735,14628753,[14628375],61482735,61482753,61482375,61487235,61487253,61428735,61428753,[61428375],[61842735],[61842753],[61842375],[61847235],[61847253]
16483527,16483572,16483257,16485327,16485372,16438527,16438572,[16438257],16843527,16843572,16843257,16845327,16845372,14683527,14683572,14683257,14685327,14685372,[14638527],[14638572],[14638257],61483527,61483572,61483257,61485327,61485372,61438527,61438572,[61438257],[61843527],[61843572],[61843257],[61845327],[61845372]
